,Do not Touch This Cell,,,,,,,,,,,,,,,,,,,,,,,,,JP Server Start,2021-02-24,,,,,Today's Date UTC,,Whale,Huge Spender,,,WATCH MY BANNER PREVIEW VIDEO,,,,,,,5.2,,Misc,1800,,,,,,,Date Mult,0.7,,,k1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2025-10-30 21:59:59,k3,,,,,,,,Pull Tickets,,Finals Day,-240,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Last Day,,,,,,,,,Uma,Support,Length,9,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Dropdown,TRUE,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meisho Doto,,Special Week,Tokai Teio,,,,,,,,,,,,,,,,,,,,,Limit Break Crystals,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4x Free Pulls,,,,,,,,,,,,,,,,,,,,,,,,SSR,SR,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,JP,,Global,,,,Free Pulls,,,,,,,,,,,,,0,2025-10-30 22:00:00,k1,0,2025-11-09 21:59:59,,,,,,Date Override,,Start Date,End Date,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Start Date,End Date,Start Date,End Date,,Releases In,Uma,Support,,,,,NICE NATURE BANNER REVIEW,,,,,,,80,First Day,Hours,1400,Throughout,,,,,,2025-10-30,,2025-10-30,2025-11-09,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-20,2021-08-30,2025-10-30,2025-11-09,,-239 Days,6,0,,,,,,,,,,,,80,Uma Story Ch 1-4,,200,Half Anniversary Story,,,,,,Banner Type,1,2025-10-30 22:00:00,2025-11-09 21:59:59,Eishin Flash,Nice Nature,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,Half Anniversary Login,,,,,,JP,,JP Datedif,177,,,,,,,0,0,0,0,2025-10-30 22:00:00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Start Date,End Date,Global Datedif,126,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-20,2021-08-30,D-Day,-239,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2025-11-09 21:59:59,k3,,,,,,,,Pull Tickets,,Finals Day,-230,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,Last Day,,,,,,,,,Uma,Support,Length,10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,Half Anniversary Celebration Missions Part 1,,,,,,,,,0,0,Dropdown,TRUE,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eishin Flash,,Nice Nature,,Tosen Jordan,,,,,Silence Suzuka,,,,,,,,,,,,,,,Limit Break Crystals,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6x Free Pulls,,Dolphin,,,,,,,,,,,,,,,,,,,,,,SSR,SR,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,Cinderella Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,JP,,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,Date Override,,Start Date,End Date,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-03,,2025-11-03,2025-11-09,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banner Type,-1,2025-11-03 22:00:00,2025-11-09 21:59:59,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Goal,,,,,,,,,,,,,,,,,,,,,,,,JP,,JP Datedif,181,,,,,,,0,0,0,0,2025-11-03 22:00:00,0,2025-11-08 21:59:59,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Start Date,End Date,Global Datedif,130,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-24,2021-08-30,D-Day,-235,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,800+1G,1000 (800),350,600 (1000),,,,,,,,,,,,,,,,,,,,Pull Tickets,,Finals Day,-230,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Recommended,,,,,,,,,,,,,,,,,,,,,,,,Uma,Support,Length,6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dropdown,TRUE,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unity Cup,,,,,,,,,,,,,,,,,,,Limit Break Crystals,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SSR,SR,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5th Anniversary: November 6th 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,JP,,Global,,,,Free Pulls,,,,,,,,,,,,,0,2025-11-06 22:00:00,k1,0,2025-11-17 21:59:59,,,,,,Date Override,,Start Date,End Date,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Start Date,End Date,Start Date,End Date,,Releases In,Uma,Support,,,,,VIDEO EXPLANATION ON THIS BANNER,,,,,,,5000,First Day,Hours,3000,Throughout,,,,,,2025-11-06,,2025-11-06,2025-11-17,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-30,2021-09-10,2025-11-06,2025-11-17,,-232 Days,0,100,,,,,WHY RICE IS BETTER THAN SUPER CREEK,,,,,,,3000,Half Anniversary Gift,7,3000,Half Anniversary Login Bonus,,,,,,Banner Type,1,2025-11-06 22:00:00,2025-11-17 21:59:59,Matikanefukukitaru (Full Armor),Rice Shower + Riko Kashimoto,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,Aoharu Release Celebration,,,,,,,,,JP,,JP Datedif,187,,,,,,,0,0,0,0,2025-11-06 22:00:00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,Half Anniversary Celebration Missions Part 2,,,,,,,,,Start Date,End Date,Global Datedif,133,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-30,2021-09-10,D-Day,-232,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2025-11-17 21:59:59,k3,,,,,,,,Pull Tickets,,Finals Day,-222,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,Last Day,,,,,,,,,Uma,Support,Length,11,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,Half Anniversary Celebration Missions Part 3,,,,,,,,,0,0,Dropdown,TRUE,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matikanefukukitaru,,Rice Shower,Riko Kashimoto,,,,,Free SSR Selector,,,,,,,,,,,,,,,,Limit Break Crystals,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Full Armor),,100x Free Pulls,,,,,,Up to Summer Banner,,,,,,,,,,,,,,,,SSR,SR,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Must Pull,Must Pull,Must Pull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,JP,,Global,,,,,,,,,,,,,,,,,0,2025-11-11 22:00:00,k1,0,2025-11-21 21:59:59,,,,,,Date Override,,Start Date,End Date,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Start Date,End Date,Start Date,End Date,,Releases In,,,,,,,,,,,,,,380,First Day,Hours,750,Throughout,,,,,,2025-11-11,,2025-11-11,2025-11-21,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-10,2021-09-20,2025-11-11,2025-11-21,,-227 Days,,,,,,,,,,,,,,80,Uma Story Ch 1-4,,250,Legend Race (Maruzensky),,,,,,Banner Type,1,2025-11-11 22:00:00,2025-11-21 21:59:59,Hishi Akebono,Sakura Bakushin O + Biko Pegasus,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,Legend Race (Fuji Kiseki),,,,,,JP,,JP Datedif,198,,,,,,,0,0,0,0,2025-11-11 22:00:00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,Legend Race (Mihono Bourbon),,,,,,Start Date,End Date,Global Datedif,138,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,Cinderella Gray,,,,,,,,,2021-09-10,2021-09-20,D-Day,-227,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2025-11-21 21:59:59,k3,,,,,,,,Pull Tickets,,Finals Day,-218,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Last Day,,,,,,,,,Uma,Support,Length,10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Dropdown,TRUE,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hishi Akebono,,Sakura Bakushin O,Biko Pegasus,,,,,SSR Uncap Crystal,,,,,,,,,,,,,,,,Limit Break Crystals,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whale,Whale,,,,,,,,,,,,,,,,,,,,,SSR,SR,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,JP,,Global,,,,,,,,,,,,,,,,,0,2025-11-19 22:00:00,k1,0,2025-11-28 21:59:59,,,,,,Date Override,,Start Date,End Date,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Start Date,End Date,Start Date,End Date,,Releases In,,,,,,,,,,,,,,80,First Day,Hours,0,Throughout,,,,,,2025-11-19,,2025-11-19,2025-11-28,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-20,2021-09-29,2025-11-19,2025-11-28,,-219 Days,,,,,,,,,,,,,,80,Uma Story Ch 1-4,,,,,,,,,Banner Type,1,2025-11-19 22:00:00,2025-11-28 21:59:59,Agnes Digital,Ikuno Dictus,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP,,JP Datedif,208,,,,,,,0,0,0,0,2025-11-19 22:00:00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Start Date,End Date,Global Datedif,146,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-20,2021-09-29,D-Day,-219,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2025-11-28 21:59:59,k3,,,,,,,,Pull Tickets,,Finals Day,-211,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Last Day,,,,,,,,,Uma,Support,Length,9,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Dropdown,TRUE,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agnes Digital,,Ikuno Dictus,,Fine Motion,,,,,,,,,,,,,,,,,,,,Limit Break Crystals,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dolphin,,Whale,,,,,,,,,,,,,,,,,,,,,,SSR,SR,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,JP,,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,Date Override,,Start Date,End Date,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VIDEO EXPLANATION ON THE VIRGO CUP,,,,,,,,,,,,,,,,,2025-11-20,,2025-11-20,2025-11-26,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banner Type,-1,2025-11-20 22:00:00,2025-11-26 21:59:59,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Goal,,,,,,,,,,,,,,,,,,,,,,,,JP,,JP Datedif,209,,,,,,,0,0,0,0,2025-11-20 22:00:00,0,2025-11-25 21:59:59,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Start Date,End Date,Global Datedif,147,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,2021-09-21,2021-09-27,D-Day,-218,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,650,867*,400+,1000,,,,,,,,,,,,,,,,,,,,Pull Tickets,,Finals Day,-213,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Recommended,,,,,,,,,,,,,,,,,,,,,,,,Uma,Support,Length,6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dropdown,TRUE,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Limit Break Crystals,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SSR,SR,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,JP,,Global,,,,,,,,, ,,,,,,,,0,2025-11-24 22:00:00,k1,0,2025-12-06 21:59:59,,,,,,Date Override,,Start Date,End Date,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Start Date,End Date,Start Date,End Date,,Releases In,,,,,,,,,,,,,,300,First Day,Hours,2160,Throughout,,,,,,2025-11-24,,2025-11-24,2025-12-06,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-29,2021-10-11,2025-11-24,2025-12-06,,-214 Days,,,,,,,,,,,,,,,,,2160,"Event Rewards (Story, Bingo, Event Pt)",,,,,,Banner Type,1,2025-11-24 22:00:00,2025-12-06 21:59:59,Rice Shower (Halloween) + Super Creek (Halloween),Tamamo Cross + Zenno Rob Roy,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP,,JP Datedif,217,,,,,,,0,0,0,0,2025-11-24 22:00:00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Start Date,End Date,Global Datedif,151,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,Cinderella Gray,,,,,,,,,2021-09-29,2021-10-11,D-Day,-214,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2025-12-06 21:59:59,k3,,,,,,,,Pull Tickets,,Finals Day,-203,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,Last Day,,,,,,,,,Uma,Support,Length,12,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,Autumn G1 Celebration Missions Part 1 (Sprinters Stakes),,,,,,,,,2,2,Dropdown,TRUE,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rice Shower,Super Creek,Tamamo Cross,Zenno Rob Roy,,,,,,Mihono Bourbon,,,,,,,,,,,,,,,Limit Break Crystals,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Halloween),(Halloween),,,,,,,,Must,,,,,,,,,,,,,,,SSR,SR,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,JP,,Global,,,,,,,,,,,,,,,,,0,2025-12-01 22:00:00,k1,0,2025-12-10 21:59:59,,,,,,Date Override,,Start Date,End Date,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Start Date,End Date,Start Date,End Date,,Releases In,,,,,,,,,,,,,,380,First Day,Hours,750,Throughout,,,,,,2025-12-01,,2025-12-01,2025-12-10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-10-11,2021-10-20,2025-12-01,2025-12-10,,-207 Days,,,,,,,,,,,,,,80,Uma Story Ch 1-4,,250,Legend Race (Matikanefukukitaru),,,,,,Banner Type,1,2025-12-01 22:00:00,2025-12-10 21:59:59,Kawakami Princess♡,Yaeno Muteki + Seiun Sky,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,Legend Race (Seiun Sky),,,,,,JP,,JP Datedif,229,,,,,,,0,0,0,0,2025-12-01 22:00:00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,Legend Race (Biwa Hayahide),,,,,,Start Date,End Date,Global Datedif,158,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,Cinderella Gray,,,,,,,,,2021-10-11,2021-10-20,D-Day,-207,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2025-12-10 21:59:59,k3,,,,,,,,Pull Tickets,,Finals Day,-199,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,Last Day,,,,,,,,,Uma,Support,Length,9,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,Autumn G1 Celebration Missions Part 2 (Shuuka Sho),,,,,,,,,0,0,Dropdown,TRUE,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kawakami Princess♡,,Yaeno Muteki,Seiun Sky,,, ,,,,,,,,,,,,,,,,,,Limit Break Crystals,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whale,,,,,,,,,,,,,,,,,,,,,,SSR,SR,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,JP,,Global,,,,,,,,,,,,,,,,,0,2025-12-08 22:00:00,k1,0,2025-12-16 21:59:59,,,,,,Date Override,,Start Date,End Date,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Start Date,End Date,Start Date,End Date,,Releases In,,,,,,,,,,,,,,380,First Day,Hours,0,Throughout,,,,,,2025-12-08,,2025-12-08,2025-12-16,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-10-20,2021-10-28,2025-12-08,2025-12-16,,-200 Days,,,,,,,,,,,,,,80,Uma Story Ch 1-4,,,,,,,,,Banner Type,1,2025-12-08 22:00:00,2025-12-16 21:59:59,Manhattan Cafe,Nakayama Festa Stamina,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP,,JP Datedif,238,,,,,,,0,0,0,0,2025-12-08 22:00:00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Start Date,End Date,Global Datedif,165,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,Cinderella Gray,,,,,,,,,2021-10-20,2021-10-28,D-Day,-200,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2025-12-16 21:59:59,k3,,,,,,,,Pull Tickets,,Finals Day,-193,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,Last Day,,,,,,,,,Uma,Support,Length,8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,Autumn G1 Celebration Missions Part 2 (Kikka Sho),,,,,,,,,0,0,Dropdown,TRUE,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manhattan Cafe,,Nakayama Festa Stamina,,Sirius Symboli,,,,,,,,,,300,Tracen Academy Special: Master Trainer's Road 2,,,,,,,,,Limit Break Crystals,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SSR,SR,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,Cinderella Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,JP,,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,Date Override,,Start Date,End Date,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finals In,,,,,,,,,,,,,,,,,,,,,,,,2025-12-12,,2025-12-12,2025-12-18,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-191 Days,,,,,,,,,,,,,,,,,,,,,,,,Banner Type,-1,2025-12-12 22:00:00,2025-12-18 21:59:59,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Goal,,,,,,,,,,,,,,,,,,,,,,,,JP,,JP Datedif,240,,,,,,,0,0,0,0,2025-12-12 22:00:00,0,2025-12-17 21:59:59,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Start Date,End Date,Global Datedif,169,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-10-22,2021-10-28,D-Day,-196,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,1050+2G,1000*,450,600*,,,,,,,,,,,,,,,,,,,,Pull Tickets,,Finals Day,-191,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Recommended,,,,,,,,,,,,,,,,,,,,,,,,Uma,Support,Length,6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dropdown,TRUE,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Limit Break Crystals,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SSR,SR,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,JP,,Global,,,,,,,,,,,,,,,,,0,2025-12-14 22:00:00,k1,0,2025-12-25 21:59:59,,,,,,Date Override,,Start Date,End Date,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Start Date,End Date,Start Date,End Date,,Releases In,,,,,,,,,,,,,,0,First Day,Hours,2160,Throughout,,,,,,2025-12-14,,2025-12-14,2025-12-25,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-10-28,2021-11-08,2025-12-14,2025-12-25,,-194 Days,,,,,,,,,,,,,,,,,2160,"Event Rewards (Story, Bingo, Event Pt)",,,,,,Banner Type,1,2025-12-14 22:00:00,2025-12-25 21:59:59,Symboli Rudolf (Festival) + Gold City (Festival),♡Curren Chan♡ + Narita Brian,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP,,JP Datedif,246,,,,,,,0,0,0,0,2025-12-14 22:00:00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Start Date,End Date,Global Datedif,171,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-10-28,2021-11-08,D-Day,-194,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2025-12-25 21:59:59,k3,,,,,,,,Pull Tickets,,Finals Day,-184,,,,,,,,,,,,,,,
